datetime,GroupCount,mean_BiovolumeMean,mean_BiovolumeSum,mean_BiovolumeStd,mean_BiovolumeMin,mean_BiovolumeMax,mean_EquivDiameterMean,mean_EquivDiameterSum,mean_EquivDiameterStd,mean_EquivDiameterMin,mean_EquivDiameterMax,mean_GroupCount,median_BiovolumeMean,median_BiovolumeSum,median_BiovolumeStd,median_BiovolumeMin,median_BiovolumeMax,median_EquivDiameterMean,median_EquivDiameterSum,median_EquivDiameterStd,median_EquivDiameterMin,median_EquivDiameterMax,median_GroupCount
16-Jun-2023,60,36698.105454457,100678437.462005,136663.907142262,90.0338467676667,4797545.77371667,41.4393546945722,113017.599745994,12.7999610829557,5.5517676483,216.792535898333,2727.55,36152.1420539053,105472809.80128,109821.728176313,107.44748305,2824348.9195,41.2548241367221,111835.238730398,12.6201089962401,7.312732791,199.191383,2719
19-Jun-2023,58,50538.8611948912,79675851.1258527,176449.565166011,107.470419255862,4263297.78727586,43.0701695006427,66858.9237340052,16.7433010473331,6.44048768555172,214.037728196552,1545.10344827586,50637.0205111958,74095276.1315879,162757.105497928,114.88939285,2713863.875,43.0429572839452,64553.7430184545,16.8148686606734,7.5271091015,200.5024259,1518.5
20-Jun-2023,59,50936.8842316138,36343501.8232,206457.002116539,157.89912168,3768581.9638661,40.6235349413984,28410.0406956361,17.4348265034473,7.80359754883051,198.742158069492,671.728813559322,41541.6192775935,29354485.1518404,128275.404232649,155.3779367,2006093.875,39.9131770448026,21540.654352262,16.0219028019306,8.058239062,182.5465019,512
22-Jun-2023,58,77975.1631614924,98494885.8242014,375591.849661289,108.426006884655,9997419.11068965,45.9314310832267,58585.1775525994,21.6383445556607,6.58210444093103,265.295861148276,1277.1724137931,78062.8613375889,93415449.2765968,314774.841660135,119.07141115,6604864.1055,45.8801143771426,56106.2680040975,22.0108718467124,7.569397566,246.8949957,1244
23-Jun-2023,59,73158.1471621487,109932074.042599,315103.024485535,118.277613014746,7643334.24866102,46.452355748949,69260.2243372636,20.2164120994359,6.73925164971186,251.761935010169,1477.01694915254,74498.3285060837,101979610.738476,260093.391815333,116.8571701,5603819.692,46.7825656271961,69115.008172378,20.6566152214962,7.735777828,233.7270688,1473
24-Jun-2023,59,121074.604481704,218426028.349287,529447.80922536,105.786453938814,14561356.5053051,51.453265342836,92275.4385849569,26.7895678333744,6.3526419350339,310.254879957627,1786.38983050847,113158.056799303,198350324.047504,445001.398787927,116.0694275,10361599.58,50.3648185419665,87846.006725078,26.8708678123542,7.484820637,304.6164006,1773
26-Jun-2023,59,124230.786921721,70963768.7775842,492011.429874466,188.471934063898,8521464.99594915,51.397276746081,28413.7238855262,26.5975737968572,8.02407957735593,256.666670115254,540.830508474576,116610.414606708,54934014.2977263,346977.382027353,168.5372009,4710118.918,51.4961266682385,24987.120868054,25.6124342922842,8.368283872,241.8182635,481
27-Jun-2023,58,111913.857089606,63215395.3941218,362269.029927527,135.078244381724,6322054.05908621,52.1093135628852,28869.5023136828,24.7764389148164,7.1648206835,237.300458672414,550.913793103448,108133.415672686,59036807.0610537,271012.613830795,128.4415436,3947214.2305,52.9265768113791,27515.0417508975,23.7693587759601,7.89865417,220.58885005,514
29-Jun-2023,59,103337.226247156,178227299.398336,364346.136459578,60.7754248937288,10079420.3322712,51.6533519298313,90354.2345368176,23.6543105891239,4.45852261920339,286.898111094915,1758,105835.289241678,175843431.785805,306855.176957653,77.1366806,6364282.511,51.9140792902472,95246.339547487,23.9136934693067,7.225151994,270.8909152,1831
30-Jun-2023,59,109317.429800735,225635552.394201,410419.235362542,53.3556798238983,12282836.7583729,52.1038492488168,107938.820602799,24.9730813544378,4.03120976827119,294.681306469492,2073.86440677966,107955.482485974,228394789.979533,316759.137016753,72.44142914,6622639.5,51.7187911359667,105795.110082811,24.7968005583337,7.225151994,272.5146655,2080
